"Symbol","Description","Date","Time","Open","High","Low","Close","TotalVolume"
AAPL,NASDAQ,10.01.2020,14:00:00,310.715,310.95,309.28,310.11,2620199
AAPL,NASDAQ,10.01.2020,15:00:00,310.11,310.3,309.23,310.284,4105200
AAPL,NASDAQ,10.01.2020,16:00:00,310.26,310.55,310.21,310.45,1820689
AAPL,NASDAQ,10.01.2020,17:00:00,310.4,310.69,310.38,310.65,16644
AAPL,NASDAQ,10.01.2020,18:00:00,310.65,310.71,310.52,310.58,4214
AAPL,NASDAQ,13.01.2020,08:01:00,311.95,312.191,311.4,311.45,147985
AAPL,NASDAQ,13.01.2020,09:00:00,311.45,313.38,311.35,312.97,4650004
AAPL,NASDAQ,13.01.2020,10:00:00,312.955,313.14,311.15,312.042,4012729
AAPL,NASDAQ,13.01.2020,11:00:00,312.048,313.36,311.4,312.632,2945821
AAPL,NASDAQ,13.01.2020,12:00:00,312.635,313.32,312.45,313.26,2350610
AAPL,NASDAQ,13.01.2020,13:00:00,313.27,313.79,312.86,313.65,1980978
AAPL,NASDAQ,13.01.2020,14:00:00,313.66,314.98,313.31,314.88,3029256
AAPL,NASDAQ,13.01.2020,15:00:00,314.891,317.03,314.63,316.94,4531683
AAPL,NASDAQ,13.01.2020,16:00:00,316.94,317.49,316.88,317.25,2334338
AAPL,NASDAQ,13.01.2020,17:00:00,317.26,317.59,316.96,317.42,42743
AAPL,NASDAQ,13.01.2020,18:00:00,317.54,317.79,317.5,317.75,12708
AAPL,NASDAQ,14.01.2020,08:01:00,317.02,317.77,316.43,316.753,316529
AAPL,NASDAQ,14.01.2020,09:00:00,316.8,317.24,313.351,313.54,5736968
AAPL,NASDAQ,14.01.2020,10:00:00,313.5,317.57,313.46,315.74,6606854
AAPL,NASDAQ,14.01.2020,11:00:00,315.75,316.28,314.6,316.25,3129982
AAPL,NASDAQ,14.01.2020,12:00:00,316.24,316.68,314.6,314.73,2846523
AAPL,NASDAQ,14.01.2020,13:00:00,314.721,315.87,312.75,313.68,4374403
AAPL,NASDAQ,14.01.2020,14:00:00,313.68,315,312.17,313.46,4393608
AAPL,NASDAQ,14.01.2020,15:00:00,313.475,314.2,312.22,312.44,3974017
AAPL,NASDAQ,14.01.2020,16:00:00,312.43,315.785,312.425,312.98,2707761
AAPL,NASDAQ,14.01.2020,17:00:00,313,313.2,312.67,312.75,381540
AAPL,NASDAQ,14.01.2020,18:01:00,312.74,312.77,312.13,312.13,42044
AAPL,NASDAQ,15.01.2020,08:01:00,313.14,313.39,311.67,312.2,198313
AAPL,NASDAQ,15.01.2020,09:00:00,312.1,315.312,311.46,315.21,4540595
AAPL,NASDAQ,15.01.2020,10:00:00,315.23,315.5,313.81,314.38,3718502
AAPL,NASDAQ,15.01.2020,11:00:00,314.38,314.67,313.38,313.776,2600419
AAPL,NASDAQ,15.01.2020,12:00:00,313.79,314.6,313.69,313.955,1821136
AAPL,NASDAQ,15.01.2020,13:00:00,313.951,314.44,312.16,312.35,2534461
AAPL,NASDAQ,15.01.2020,14:00:00,312.36,313.83,312.3,313.11,2095911
AAPL,NASDAQ,15.01.2020,15:00:00,313.11,313.11,309.55,311.12,6161711
AAPL,NASDAQ,15.01.2020,16:00:00,311.1,311.54,311.08,311.34,1911777
AAPL,NASDAQ,15.01.2020,17:00:00,311.35,311.61,311.34,311.45,105790
AAPL,NASDAQ,15.01.2020,18:01:00,311.48,312.2,311.48,312.14,17380
AAPL,NASDAQ,16.01.2020,08:01:00,313.8,314.37,313.5,314.05,116832
AAPL,NASDAQ,16.01.2020,09:00:00,314.05,315.27,313.5,314.57,4171797
AAPL,NASDAQ,16.01.2020,10:00:00,314.575,315.7,312.8,312.8,4457266
AAPL,NASDAQ,16.01.2020,11:00:00,312.83,313.82,312.09,313.33,3183014
AAPL,NASDAQ,16.01.2020,12:00:00,313.35,313.47,312.45,312.88,1275120
AAPL,NASDAQ,16.01.2020,13:00:00,312.904,313.88,312.66,313.707,1319997
AAPL,NASDAQ,16.01.2020,14:00:00,313.7,314.324,313.52,314.01,1598531
AAPL,NASDAQ,16.01.2020,15:00:00,314.02,315.2,313.6,315.17,3175318
AAPL,NASDAQ,16.01.2020,16:00:00,315.15,315.37,314.91,315.13,2184564
AAPL,NASDAQ,16.01.2020,17:00:00,315.1,315.24,314.95,315.15,717919
AAPL,NASDAQ,16.01.2020,18:01:00,315,315.49,315,315.25,23427
AAPL,NASDAQ,17.01.2020,08:01:00,317.1,317.18,315.97,316.6,268858
AAPL,NASDAQ,17.01.2020,09:00:00,316.68,317.05,315.24,316.95,5742703
AAPL,NASDAQ,17.01.2020,10:00:00,316.94,317.25,315.91,316.25,3845430
AAPL,NASDAQ,17.01.2020,11:00:00,316.24,316.4,315,316.29,2708123
AAPL,NASDAQ,17.01.2020,12:00:00,316.3,316.93,315.91,316.02,2265320
AAPL,NASDAQ,17.01.2020,13:00:00,316.002,316.83,315.39,316.75,2010514
AAPL,NASDAQ,17.01.2020,14:00:00,316.75,317.04,316.42,316.952,2126263
AAPL,NASDAQ,17.01.2020,15:00:00,316.96,318.74,316.62,318.59,5130440
AAPL,NASDAQ,17.01.2020,16:00:00,318.61,318.78,318.41,318.577,4096526
AAPL,NASDAQ,17.01.2020,17:00:00,318.57,318.73,318.51,318.65,24662
AAPL,NASDAQ,17.01.2020,18:00:00,318.66,318.72,318.63,318.69,8702
AAPL,NASDAQ,21.01.2020,08:01:00,317.25,317.36,316.78,316.8,111812
AAPL,NASDAQ,21.01.2020,09:00:00,316.836,318.86,316.65,318.47,3729134
AAPL,NASDAQ,21.01.2020,10:00:00,318.461,319.02,317.09,317.51,3413927
AAPL,NASDAQ,21.01.2020,11:00:00,317.51,319,317.28,318.46,2138982
AAPL,NASDAQ,21.01.2020,12:00:00,318.43,318.53,317.8,318.07,1666228
AAPL,NASDAQ,21.01.2020,13:00:00,318.06,318.2,316.57,316.57,2463305
AAPL,NASDAQ,21.01.2020,14:00:00,316.56,317.27,316.257,316.975,2143319
AAPL,NASDAQ,21.01.2020,15:00:00,316.961,317.23,316,316.64,2684845
AAPL,NASDAQ,21.01.2020,16:00:00,316.64,317.452,316.24,316.7,5100648
AAPL,NASDAQ,21.01.2020,17:00:00,316.65,316.7,316.5,316.5,22447
AAPL,NASDAQ,21.01.2020,18:04:00,316.65,316.65,316.53,316.65,1187
AAPL,NASDAQ,22.01.2020,08:01:00,319.05,319.4,317.36,318.73,118372
AAPL,NASDAQ,22.01.2020,09:00:00,318.73,318.94,317.31,317.98,3057788
AAPL,NASDAQ,22.01.2020,10:00:00,317.99,318.9,317.52,318.1,3201392
AAPL,NASDAQ,22.01.2020,11:00:00,318.08,318.685,317.46,318.46,2292631
AAPL,NASDAQ,22.01.2020,12:00:00,318.44,319.75,318.1,319.678,2540879
AAPL,NASDAQ,22.01.2020,13:00:00,319.69,319.89,319.21,319.4,1709981
AAPL,NASDAQ,22.01.2020,14:00:00,319.39,319.99,319,319.939,1771496
AAPL,NASDAQ,22.01.2020,15:00:00,319.93,319.98,317.57,317.651,4474289
AAPL,NASDAQ,22.01.2020,16:00:00,317.66,317.96,317.2,317.35,2640577
AAPL,NASDAQ,22.01.2020,17:00:00,317.35,317.65,317.35,317.48,8735
AAPL,NASDAQ,22.01.2020,18:05:00,317.5,317.62,317.46,317.46,8606
AAPL,NASDAQ,23.01.2020,08:01:00,318.299,318.33,317.1,317.35,104426
AAPL,NASDAQ,23.01.2020,09:00:00,317.27,318.49,315.65,316.84,3250054
AAPL,NASDAQ,23.01.2020,10:00:00,316.83,318.12,316.29,317.211,3286181
AAPL,NASDAQ,23.01.2020,11:00:00,317.215,317.91,316.91,317.455,2109157
AAPL,NASDAQ,23.01.2020,12:00:00,317.474,318.195,317.277,317.81,1156267
AAPL,NASDAQ,23.01.2020,13:00:00,317.8,318.89,317.4,318.5,1731844
AAPL,NASDAQ,23.01.2020,14:00:00,318.51,319.07,318.51,319.048,1711566
AAPL,NASDAQ,23.01.2020,15:00:00,319.047,319.56,318.6,319.38,3126582
AAPL,NASDAQ,23.01.2020,16:00:00,319.37,319.6,319.2,319.38,3258559
AAPL,NASDAQ,23.01.2020,17:00:00,319.38,319.59,319.34,319.54,19568
AAPL,NASDAQ,23.01.2020,18:02:00,319.5,319.75,319.45,319.5,18169
AAPL,NASDAQ,24.01.2020,08:01:00,319.78,320.3,319.72,320.2,173263
AAPL,NASDAQ,24.01.2020,09:00:00,320.21,322.5,319.86,322.48,4145636
AAPL,NASDAQ,24.01.2020,10:00:00,322.475,322.63,321,322.14,4255537
AAPL,NASDAQ,24.01.2020,11:00:00,322.14,323.33,321.75,322.17,3670676
AAPL,NASDAQ,24.01.2020,12:00:00,322.18,322.18,319.31,321.03,4757865
AAPL,NASDAQ,24.01.2020,13:00:00,321.035,321.19,319.05,319.85,2717810
AAPL,NASDAQ,24.01.2020,14:00:00,319.86,320.26,317.89,320.24,4185152
AAPL,NASDAQ,24.01.2020,15:00:00,320.21,320.38,317.519,318.2,4774899
AAPL,NASDAQ,24.01.2020,16:00:00,318.21,320.54,318.15,318.2,2551873
AAPL,NASDAQ,24.01.2020,17:01:00,318.35,318.35,317.83,317.95,41226
AAPL,NASDAQ,24.01.2020,18:00:00,318,318.1,317.8,318,9311
AAPL,NASDAQ,27.01.2020,08:01:00,311.2,312.4,310.62,311.36,312493
AAPL,NASDAQ,27.01.2020,09:00:00,311.37,311.54,305.89,310.797,8428620
AAPL,NASDAQ,27.01.2020,10:00:00,310.815,311.77,308.86,309.425,5386824
AAPL,NASDAQ,27.01.2020,11:00:00,309.425,310.05,307.53,309.63,3904020
AAPL,NASDAQ,27.01.2020,12:00:00,309.65,311.59,309.11,311.08,2857063
AAPL,NASDAQ,27.01.2020,13:00:00,311.11,311.6,310.15,310.215,1848253
AAPL,NASDAQ,27.01.2020,14:00:00,310.218,311.2,308.92,309.36,2400017
AAPL,NASDAQ,27.01.2020,15:00:00,309.434,309.81,308.36,309.03,4309756
AAPL,NASDAQ,27.01.2020,16:00:00,309.02,309.23,304.88,308.7,3356168
AAPL,NASDAQ,27.01.2020,17:00:00,308.71,309.29,308.6,309.1,392798
AAPL,NASDAQ,27.01.2020,18:01:00,309,310.12,309,310.12,37479
AAPL,NASDAQ,28.01.2020,08:01:00,311.9,312.95,311.2,312.4,236687
AAPL,NASDAQ,28.01.2020,09:00:00,312.311,314.03,312.19,312.69,4104116
AAPL,NASDAQ,28.01.2020,10:00:00,312.66,315.728,312.42,315.636,4994961
AAPL,NASDAQ,28.01.2020,11:00:00,315.67,316.77,315,316.595,3496038
AAPL,NASDAQ,28.01.2020,12:00:00,316.62,317.17,316.01,316.55,2549755
AAPL,NASDAQ,28.01.2020,13:00:00,316.54,316.94,316.11,316.84,1945193
AAPL,NASDAQ,28.01.2020,14:00:00,316.84,318.28,316.753,318.115,2810073
AAPL,NASDAQ,28.01.2020,15:00:00,318.14,318.4,316.91,317.85,5453045
AAPL,NASDAQ,28.01.2020,16:00:00,317.8,327.9,317.46,321,6287214
AAPL,NASDAQ,28.01.2020,17:00:00,321,324.81,317.69,322.34,1801429
AAPL,NASDAQ,28.01.2020,18:00:00,322.26,322.88,321.07,321.5,183717
AAPL,NASDAQ,29.01.2020,08:01:00,323.9,324.85,322.6,323.5,498764
AAPL,NASDAQ,29.01.2020,09:00:00,323.5,327.25,322.66,322.812,10273946
AAPL,NASDAQ,29.01.2020,10:00:00,322.81,325.5,321.38,325.1,9043856
AAPL,NASDAQ,29.01.2020,11:00:00,325.101,327.8,325.05,327.745,7185059
AAPL,NASDAQ,29.01.2020,12:00:00,327.73,327.75,326.12,326.488,3804850
AAPL,NASDAQ,29.01.2020,13:00:00,326.483,326.92,325.46,326.628,2483198
AAPL,NASDAQ,29.01.2020,14:00:00,326.63,327.85,326.25,327.055,3838112
AAPL,NASDAQ,29.01.2020,15:00:00,327.085,327.55,324.07,324.483,6177377
AAPL,NASDAQ,29.01.2020,16:00:00,324.51,324.86,323.11,323.85,2637164
AAPL,NASDAQ,29.01.2020,17:00:00,323.86,324.27,323.75,324.23,37736
AAPL,NASDAQ,29.01.2020,18:00:00,324.23,324.75,324.18,324.3,35688
AAPL,NASDAQ,30.01.2020,08:01:00,321.05,321.45,319.25,320.66,278107
AAPL,NASDAQ,30.01.2020,09:00:00,320.66,324.09,320.13,322.395,4071983
AAPL,NASDAQ,30.01.2020,10:00:00,322.38,323.73,319.4,319.42,4212856
AAPL,NASDAQ,30.01.2020,11:00:00,319.42,322.53,318.75,322.008,3964260
AAPL,NASDAQ,30.01.2020,12:00:00,322.01,322.1,319.88,320.37,2385072
AAPL,NASDAQ,30.01.2020,13:00:00,320.415,320.65,319.31,319.805,1985529
AAPL,NASDAQ,30.01.2020,14:00:00,319.9,321.88,319.55,320.7,2779100
AAPL,NASDAQ,30.01.2020,15:00:00,320.72,323.86,320.635,323.85,4153163
AAPL,NASDAQ,30.01.2020,16:00:00,323.81,324.76,321.66,324.11,1900229
AAPL,NASDAQ,30.01.2020,17:00:00,324.18,324.18,323.56,323.9,47928
AAPL,NASDAQ,30.01.2020,18:01:00,323.81,323.97,323.55,323.6,16058
AAPL,NASDAQ,31.01.2020,08:01:00,322.32,322.75,321.62,321.87,123223
AAPL,NASDAQ,31.01.2020,09:00:00,321.86,322.68,317.04,318.04,5214608
AAPL,NASDAQ,31.01.2020,10:00:00,318.035,318.47,315.07,316.196,6807663
AAPL,NASDAQ,31.01.2020,11:00:00,316.19,317.19,314.48,316.521,4675417
AAPL,NASDAQ,31.01.2020,12:00:00,316.56,316.91,314.2,314.724,2928957
AAPL,NASDAQ,31.01.2020,13:00:00,314.71,315.3,310.05,312.429,5127653
AAPL,NASDAQ,31.01.2020,14:00:00,312.433,313.75,311.25,312.32,4457638
AAPL,NASDAQ,31.01.2020,15:00:00,312.305,312.63,308.29,309.65,8226967
AAPL,NASDAQ,31.01.2020,16:00:00,309.64,309.7,308.61,309.02,3316849
AAPL,NASDAQ,31.01.2020,17:00:00,309.01,309.51,308.8,309.17,74976
AAPL,NASDAQ,31.01.2020,18:00:00,309.19,309.19,308.86,308.9,19239
AAPL,NASDAQ,03.02.2020,08:01:00,306,308.09,305.5,306.9,306932
AAPL,NASDAQ,03.02.2020,09:00:00,307.068,311,302.22,310.665,9242333
AAPL,NASDAQ,03.02.2020,10:00:00,310.666,313.25,310.59,312.19,6349731
AAPL,NASDAQ,03.02.2020,11:00:00,312.2,313.49,311.63,312.13,3619016
AAPL,NASDAQ,03.02.2020,12:00:00,312.129,312.15,308.65,309.08,3642881
AAPL,NASDAQ,03.02.2020,13:00:00,309.09,309.1,306.12,307.96,4232362
AAPL,NASDAQ,03.02.2020,14:00:00,307.977,308.23,306.67,307.27,2589672
AAPL,NASDAQ,03.02.2020,15:00:00,307.273,309.3,307.01,308.71,3828021
AAPL,NASDAQ,03.02.2020,16:00:00,308.7,308.82,307.37,308.3,2405696
AAPL,NASDAQ,03.02.2020,17:00:00,308.2,308.29,308,308.05,17298
AAPL,NASDAQ,03.02.2020,18:01:00,308.03,308.03,307.25,307.35,23066
AAPL,NASDAQ,04.02.2020,08:01:00,315.7,315.88,308.66,315.36,241226
AAPL,NASDAQ,04.02.2020,09:00:00,315.25,316.86,313.635,314.51,4988501
AAPL,NASDAQ,04.02.2020,10:00:00,314.544,317.48,313.8,317.27,5133182
AAPL,NASDAQ,04.02.2020,11:00:00,317.28,319.52,317.133,318.36,4088513
AAPL,NASDAQ,04.02.2020,12:00:00,318.35,318.539,317.33,318.25,2488501
AAPL,NASDAQ,04.02.2020,13:00:00,318.27,319.39,317.83,319.21,1911769
AAPL,NASDAQ,04.02.2020,14:00:00,319.2,319.64,318.62,318.927,1914955
AAPL,NASDAQ,04.02.2020,15:00:00,318.91,319.13,317.43,318.8,3943503
AAPL,NASDAQ,04.02.2020,16:00:00,318.79,319.65,318.6,319.34,2974699
AAPL,NASDAQ,04.02.2020,17:00:00,319.31,319.49,319.25,319.44,32500
AAPL,NASDAQ,04.02.2020,18:00:00,319.35,319.38,319.06,319.25,20105
AAPL,NASDAQ,05.02.2020,08:01:00,321.05,323.279,320.86,323.2,287418
AAPL,NASDAQ,05.02.2020,09:00:00,323.091,324.76,320.911,322.66,4991503
AAPL,NASDAQ,05.02.2020,10:00:00,322.695,323.5,318.95,320.955,5146103
AAPL,NASDAQ,05.02.2020,11:00:00,320.95,321.589,319.72,321.32,3211431
AAPL,NASDAQ,05.02.2020,12:00:00,321.32,322.05,320.9,321.255,1857499
AAPL,NASDAQ,05.02.2020,13:00:00,321.26,321.41,319.95,320.68,1615516
AAPL,NASDAQ,05.02.2020,14:00:00,320.685,321.52,320.07,321.29,1666372
AAPL,NASDAQ,05.02.2020,15:00:00,321.3,322.5,320.53,321.386,3874041
AAPL,NASDAQ,05.02.2020,16:00:00,321.37,322.05,321.06,321.75,1998870
AAPL,NASDAQ,05.02.2020,17:03:00,321.83,321.9,321.45,321.9,125985
AAPL,NASDAQ,05.02.2020,18:01:00,321.8,321.99,321.71,321.96,6911
AAPL,NASDAQ,06.02.2020,08:01:00,323.7,323.93,322.3,322.65,142148
AAPL,NASDAQ,06.02.2020,09:00:00,322.678,323.69,320.265,321.77,2826922
AAPL,NASDAQ,06.02.2020,10:00:00,321.75,322.5,320.37,321.658,3011756
AAPL,NASDAQ,06.02.2020,11:00:00,321.62,322.85,321.32,321.81,2005172
AAPL,NASDAQ,06.02.2020,12:00:00,321.84,323.42,321.54,323.373,1935732
AAPL,NASDAQ,06.02.2020,13:00:00,323.38,324.7,323.36,324.62,2418465
AAPL,NASDAQ,06.02.2020,14:00:00,324.62,325,324,324.68,2285130
AAPL,NASDAQ,06.02.2020,15:00:00,324.67,325.1,323.92,325.084,3175044
AAPL,NASDAQ,06.02.2020,16:00:00,325.1,325.45,325.02,325.34,2404571
AAPL,NASDAQ,06.02.2020,17:00:00,325.33,325.73,325.33,325.6,49249
AAPL,NASDAQ,06.02.2020,18:00:00,325.55,325.73,325.55,325.65,13967
AAPL,NASDAQ,07.02.2020,08:01:00,323.9,324.4,322.75,323.2,192037
AAPL,NASDAQ,07.02.2020,09:00:00,323.29,323.55,320.65,321.11,4177083
AAPL,NASDAQ,07.02.2020,10:00:00,321.115,323.32,320.44,322.836,4406291
AAPL,NASDAQ,07.02.2020,11:00:00,322.841,323.4,321.75,322.897,2310467
AAPL,NASDAQ,07.02.2020,12:00:00,322.89,323.4,322.598,322.676,1342433
AAPL,NASDAQ,07.02.2020,13:00:00,322.684,322.75,319,320.811,1826732
AAPL,NASDAQ,07.02.2020,14:00:00,320.82,321.01,318.33,319.582,3812769
AAPL,NASDAQ,07.02.2020,15:00:00,319.593,320,318,319.955,4273587
AAPL,NASDAQ,07.02.2020,16:00:00,319.98,320.06,319.8,320,1755727
AAPL,NASDAQ,07.02.2020,17:00:00,320,320.03,319.65,319.65,41196
AAPL,NASDAQ,07.02.2020,18:01:00,319.68,319.68,319.51,319.52,12798
AAPL,NASDAQ,10.02.2020,08:01:00,316.8,320.83,315.72,315.82,246307
AAPL,NASDAQ,10.02.2020,09:00:00,315.83,318.95,313.85,318.45,4965052
AAPL,NASDAQ,10.02.2020,10:00:00,318.44,320.06,316.59,318.767,4332130
AAPL,NASDAQ,10.02.2020,11:00:00,318.791,320.25,318.785,318.91,2558351
AAPL,NASDAQ,10.02.2020,12:00:00,318.91,319.48,318.15,319.364,1609311
AAPL,NASDAQ,10.02.2020,13:00:00,319.4,320,319.24,319.459,1192348
AAPL,NASDAQ,10.02.2020,14:00:00,319.47,320.64,319.01,320.595,1502906
AAPL,NASDAQ,10.02.2020,15:00:00,320.59,321.41,320.55,321.24,3200536
AAPL,NASDAQ,10.02.2020,16:00:00,321.24,321.79,320.65,321.05,3465224
AAPL,NASDAQ,10.02.2020,17:00:00,321.05,321.2,320.65,320.65,20951
AAPL,NASDAQ,10.02.2020,18:00:00,320.6,320.9,320.57,320.9,10295
AAPL,NASDAQ,11.02.2020,08:01:00,322.14,323.2,321.55,323,168220
AAPL,NASDAQ,11.02.2020,09:00:00,323.05,323.9,321.55,321.81,3372660
AAPL,NASDAQ,11.02.2020,10:00:00,321.82,323.28,321.57,322.865,3105965
AAPL,NASDAQ,11.02.2020,11:00:00,322.86,323.06,321.01,321.87,2263725
AAPL,NASDAQ,11.02.2020,12:00:00,321.85,322.78,321.61,322.702,1521053
AAPL,NASDAQ,11.02.2020,13:00:00,322.714,323.01,321.47,321.93,1251549
AAPL,NASDAQ,11.02.2020,14:00:00,321.932,321.96,320.16,320.66,2310660
AAPL,NASDAQ,11.02.2020,15:00:00,320.66,321,318.71,319.23,3700184
AAPL,NASDAQ,11.02.2020,16:00:00,319.23,322.325,319.21,319.5,1737056
AAPL,NASDAQ,11.02.2020,17:00:00,319.55,319.59,319.3,319.4,5925
AAPL,NASDAQ,11.02.2020,18:00:00,319.4,319.6,319.3,319.35,18509
AAPL,NASDAQ,12.02.2020,08:01:00,321,321.9,320.6,321.68,96083
AAPL,NASDAQ,12.02.2020,09:00:00,321.68,323.89,321.23,323.166,3498025
AAPL,NASDAQ,12.02.2020,10:00:00,323.18,323.652,322.3,323.09,3117478
AAPL,NASDAQ,12.02.2020,11:00:00,323.09,324.64,323.09,324.401,2870878
AAPL,NASDAQ,12.02.2020,12:00:00,324.42,325.4,324,325.33,2345353
